Classification,Centroid X µm,Centroid Y µm
SOX2: Ki67,411.8,281.62
SOX2,244.23,279.14
Iba1: Ki67,236.28,278.69
Iba1,278.59,279.94
SOX2,51.9,278.59
SOX2,270.27,279.25
SOX2,288.8,277.97
Iba1: Ki67,330.61,281.37
SOX2,25.89,279.91
SOX2,286.7,284.26
SOX2,226.31,287.67
SOX2,257.16,286.79
SOX2,264.9,284.06
SOX2,90.04,284.15
SOX2,166.04,286.26
Neither,143.34,284.32
SOX2,155.9,283.16
SOX2,438.96,284.05
SOX2,214.77,285.92
Iba1,48.04,285.06
SOX2,177.39,285.15
Iba1,190.89,285.34
SOX2,205.54,283.35
Iba1: Ki67,428.19,284.91
SOX2,309.41,287.43
Iba1,401.36,286.2
SOX2: Ki67,37.1,286.18
SOX2,241.61,290.16
Iba1,154.54,289.23
Iba1,186,289.89
SOX2,279.79,286.86
Iba1,205.62,292
SOX2,28.14,288.17
SOX2,196.17,290.8
SOX2,251.24,291.61
SOX2,23.99,292.93
Iba1,234.26,291.23
SOX2,279.49,296.69
SOX2,287.39,291.98
SOX2,77.35,291.83
Iba1,110.23,292.3
Iba1,401.01,294
Iba1,86.86,293.78
Iba1,130.94,294.08
SOX2,69.1,292.18
SOX2,143.49,293.67
Iba1,394.18,293.69
SOX2,40.15,294.46
Iba1,163.37,294.54
SOX2,55.38,296.01
SOX2,156.36,300.39
Iba1,68,298.76
SOX2,219.31,299.25
SOX2,231.21,299.61
Iba1,438.94,297.83
Iba1,111.52,299.84
SOX2,166.52,302.91
SOX2,119.37,301.87
SOX2,149.49,302.05
Iba1,430.71,300.91
SOX2,254.22,303.32
Neither: Ki67,95.79,301.78
SOX2,17.94,301.91
Iba1,380.32,301.31
Iba1,44.15,300.52
Iba1,352.88,300.79
SOX2,76.23,302.49
Iba1,406.45,300.65
SOX2,27.09,304.31
SOX2,85.75,304.22
SOX2,360.54,301.52
SOX2,141.16,304.65
SOX2,202.47,303.29
Neither,395.87,301.53
SOX2,53.12,306.97
SOX2,104.67,302.91
SOX2,130.43,303.65
Neither,325.88,304.06
SOX2,175.96,303.48
SOX2,212.63,302.93
Iba1,61.81,305.01
Iba1,398.74,305.88
Iba1,47.83,304.09
Iba1,336.55,304.46
Iba1,364.95,307.05
SOX2,354.45,307.88
Iba1,112.5,306.77
SOX2: Ki67,333.41,308.18
SOX2: Ki67,41.91,308.3
SOX2,218.1,309.97
Iba1,410.23,307.31
Iba1,17.48,309.25
SOX2: Ki67,31.9,310.28
Iba1,386.79,309.1
Iba1,402.45,309.64
Neither,444.87,308.84
SOX2: Ki67,104.74,311.44
Iba1,196.67,312.86
SOX2: Ki67,330.85,313.54
SOX2,11.29,312.67
Iba1,159.48,311.57
SOX2,137.86,313.14
SOX2,120.41,312.88
SOX2,186.77,314.41
Iba1: Ki67,168.19,316.08
SOX2: Ki67,2.483,314.56
Iba1,410.91,314.43
SOX2,88.63,315.15
SOX2,151.18,319.15
Iba1,401.05,315.47
SOX2,74.5,314.86
SOX2,300.92,317.77
Iba1,339.49,317.91
Iba1,393.56,317.8
SOX2: Ki67,20.58,318.44
Iba1: Ki67,367.2,320.16
SOX2,118.52,318.67
Iba1,332.69,321.75
SOX2,111.84,321.32
SOX2,77.32,321.12
Iba1,378.62,321.21
SOX2,181.35,321.87
Iba1: Ki67,51.86,321.04
SOX2,132.76,323.31
Iba1,143.9,320.55
Iba1,400.05,322.89
SOX2,102.4,322.38
SOX2,196.29,322.87
SOX2,10.66,323.33
SOX2,4.046,323.76
SOX2,140.08,324.05
Iba1,296.37,323.91
SOX2,122.72,325.08
SOX2,17.38,326.54
SOX2: Ki67,94.42,327.65
SOX2,41.03,325.61
SOX2,146.05,327.13
SOX2: Ki67,72.16,330
Iba1,335.98,330.48
SOX2: Ki67,109.61,331.02
SOX2,193.48,330.51
Iba1,359.57,329.86
SOX2,127.73,332.16
SOX2: Ki67,118.2,331.88
SOX2,140.6,332.33
SOX2,171.09,331.81
SOX2: Ki67,53.89,332.02
SOX2: Ki67,3.988,332.47
SOX2,148.11,332.79
